scholarship_id,scheme_name,provider,min_age,max_age,max_income,category,education_level,benefit_amount,deadline_date,application_link,documents_required,state,priority_score
439,Rural Development Scholarship 439,Private Trust,17,19,800000.0,All,UG,18017,2026-05-27,https://scholarships.gov.in/scheme/439,Income Certificate; Bank Details; Marksheet,All India,0.079
440,Minority Scholarship 440,Private Trust,16,22,800000.0,ST,School,18949,2026-07-30,https://scholarships.gov.in/scheme/440,Aadhaar; Income Certificate; Marksheet; Caste Certificate,Karnataka,0.079
441,Pre Matric Scholarship 441,Private Trust,15,19,500000.0,OBC,UG,5000,2026-04-19,https://scholarships.gov.in/scheme/441,Marksheet; Income Certificate; Aadhaar; Caste Certificate,Tamil Nadu,0.042
442,Excellence Scholarship 442,NGO,14,20,100000.0,ST,PG,5000,2026-08-13,https://scholarships.gov.in/scheme/442,Aadhaar; Bank Details; Marksheet,Delhi,0.023
443,Talent Scholarship 443,Private Trust,12,34,100000.0,All,PG,23612,2026-09-19,https://scholarships.gov.in/scheme/443,Marksheet; Aadhaar,Maharashtra,0.097
444,Higher Education Scholarship 444,Central Govt,10,24,500000.0,ST,School,51754,2026-06-26,https://scholarships.gov.in/scheme/444,Caste Certificate; Bank Details,Delhi,0.212
445,Higher Education Scholarship 445,Central Govt,14,19,250000.0,ST,PG,5000,2026-08-22,https://scholarships.gov.in/scheme/445,Income Certificate; Aadhaar; Marksheet; Bank Details,All India,0.023
446,Education Support Scholarship 446,State Govt,14,19,800000.0,General,UG,17132,2026-05-09,https://scholarships.gov.in/scheme/446,Aadhaar; Bank Details; Income Certificate,Maharashtra,0.079
447,Merit Scholarship 447,Central Govt,17,21,100000.0,All,PG,5000,2026-09-18,https://scholarships.gov.in/scheme/447,Aadhaar; Marksheet; Income Certificate,Karnataka,0.022
448,Pre Matric Scholarship 448,Private Trust,14,25,250000.0,All,UG,5000,2026-08-24,https://scholarships.gov.in/scheme/448,Aadhaar; Bank Details,All India,0.023
449,Excellence Scholarship 449,State Govt,10,28,800000.0,SC,PG,53951,2026-08-13,https://scholarships.gov.in/scheme/449,Caste Certificate; Bank Details,All India,0.219
450,Merit Scholarship 450,Central Govt,10,21,500000.0,All,PG,44999,2026-06-02,https://scholarships.gov.in/scheme/450,Marksheet; Caste Certificate,Delhi,0.186
451,Women Empowerment Scholarship 451,Central Govt,13,25,800000.0,SC,PG,5000,2026-06-23,https://scholarships.gov.in/scheme/451,Income Certificate; Aadhaar,Maharashtra,0.025
452,Education Support Scholarship 452,NGO,13,27,250000.0,OBC,School,37080,2026-06-13,https://scholarships.gov.in/scheme/452,Caste Certificate; Income Certificate,All India,0.154
453,Merit Scholarship 453,Central Govt,16,22,250000.0,ST,PG,63791,2026-09-04,https://scholarships.gov.in/scheme/453,Bank Details; Marksheet; Caste Certificate; Income Certificate,All India,0.258
454,Minority Scholarship 454,Central Govt,17,19,250000.0,SC,School,76832,2026-08-16,https://scholarships.gov.in/scheme/454,Aadhaar; Marksheet,All India,0.31
455,Women Empowerment Scholarship 455,Central Govt,17,28,500000.0,ST,UG,47072,2026-08-26,https://scholarships.gov.in/scheme/455,Marksheet; Income Certificate; Bank Details; Caste Certificate,Delhi,0.191
456,Women Empowerment Scholarship 456,State Govt,16,28,800000.0,ST,UG,39452,2026-04-10,https://scholarships.gov.in/scheme/456,Marksheet; Bank Details,Tamil Nadu,0.202
457,Excellence Scholarship 457,Private Trust,15,24,800000.0,OBC,UG,69881,2026-09-05,https://scholarships.gov.in/scheme/457,Income Certificate; Bank Details,All India,0.282
458,Rural Development Scholarship 458,State Govt,11,27,250000.0,All,School,17296,2026-05-24,https://scholarships.gov.in/scheme/458,Aadhaar; Marksheet; Income Certificate,Delhi,0.077
459,Women Empowerment Scholarship 459,Private Trust,13,28,100000.0,All,School,68865,2026-04-15,https://scholarships.gov.in/scheme/459,Aadhaar; Marksheet,Maharashtra,0.304
460,Post Matric Scholarship 460,Central Govt,13,26,800000.0,SC,PG,38414,2026-07-05,https://scholarships.gov.in/scheme/460,Income Certificate; Aadhaar; Bank Details,Karnataka,0.158
461,Post Matric Scholarship 461,Central Govt,15,29,500000.0,SC,UG,85854,2026-05-07,https://scholarships.gov.in/scheme/461,Caste Certificate; Marksheet; Aadhaar,Maharashtra,0.355
462,Pre Matric Scholarship 462,State Govt,12,23,500000.0,All,PG,55235,2026-04-20,https://scholarships.gov.in/scheme/462,Caste Certificate; Aadhaar,Maharashtra,0.242
463,Women Empowerment Scholarship 463,Private Trust,17,20,350000.0,General,School,22156,2026-06-03,https://scholarships.gov.in/scheme/463,Bank Details; Income Certificate; Marksheet,All India,0.095
464,Pre Matric Scholarship 464,NGO,13,32,250000.0,OBC,UG,5000,2026-04-27,https://scholarships.gov.in/scheme/464,Income Certificate; Aadhaar; Bank Details,Delhi,0.035
465,Rural Development Scholarship 465,Private Trust,13,26,100000.0,General,School,46314,2026-08-03,https://scholarships.gov.in/scheme/465,Marksheet; Bank Details,Karnataka,0.188
466,Women Empowerment Scholarship 466,Central Govt,12,20,100000.0,General,UG,35063,2026-04-17,https://scholarships.gov.in/scheme/466,Bank Details; Aadhaar,Tamil Nadu,0.165
467,Minority Scholarship 467,Central Govt,16,30,100000.0,SC,UG,51174,2026-09-03,https://scholarships.gov.in/scheme/467,Aadhaar; Income Certificate; Bank Details; Marksheet,Delhi,0.207
468,Education Support Scholarship 468,Private Trust,17,24,800000.0,General,UG,87973,2026-09-02,https://scholarships.gov.in/scheme/468,Bank Details; Income Certificate; Aadhaar; Caste Certificate,Maharashtra,0.354
469,Rural Development Scholarship 469,Central Govt,10,33,100000.0,OBC,School,91896,2026-04-07,https://scholarships.gov.in/scheme/469,Income Certificate; Bank Details,Delhi,0.434
470,Minority Scholarship 470,State Govt,14,30,250000.0,OBC,PG,49005,2026-05-02,https://scholarships.gov.in/scheme/470,Income Certificate; Bank Details; Marksheet,Tamil Nadu,0.209
471,Higher Education Scholarship 471,NGO,16,32,250000.0,All,PG,77148,2026-04-27,https://scholarships.gov.in/scheme/471,Marksheet; Bank Details; Caste Certificate; Aadhaar,Karnataka,0.324
472,Pre Matric Scholarship 472,Central Govt,14,16,350000.0,ST,School,40638,2026-04-08,https://scholarships.gov.in/scheme/472,Marksheet; Bank Details; Income Certificate; Caste Certificate,Tamil Nadu,0.22
473,Excellence Scholarship 473,Private Trust,15,23,800000.0,All,School,70058,2026-07-25,https://scholarships.gov.in/scheme/473,Aadhaar; Bank Details; Income Certificate,Karnataka,0.284
474,Higher Education Scholarship 474,Central Govt,11,28,800000.0,ST,UG,46150,2026-06-16,https://scholarships.gov.in/scheme/474,Marksheet; Income Certificate,Maharashtra,0.19
475,Rural Development Scholarship 475,State Govt,13,19,250000.0,ST,UG,29340,2026-06-08,https://scholarships.gov.in/scheme/475,Marksheet; Income Certificate; Bank Details,Maharashtra,0.123
476,Excellence Scholarship 476,Central Govt,11,23,250000.0,ST,School,58307,2026-04-15,https://scholarships.gov.in/scheme/476,Marksheet; Bank Details,All India,0.262
477,Excellence Scholarship 477,Central Govt,17,32,350000.0,ST,School,5000,2026-09-21,https://scholarships.gov.in/scheme/477,Income Certificate; Caste Certificate,All India,0.022
478,Women Empowerment Scholarship 478,State Govt,10,31,800000.0,ST,PG,53338,2026-09-16,https://scholarships.gov.in/scheme/478,Income Certificate; Bank Details; Aadhaar,Delhi,0.216
479,Rural Development Scholarship 479,Private Trust,11,34,350000.0,General,PG,64809,2026-04-25,https://scholarships.gov.in/scheme/479,Marksheet; Bank Details; Income Certificate; Aadhaar,Karnataka,0.276
480,Merit Scholarship 480,State Govt,17,21,350000.0,All,School,63934,2026-06-14,https://scholarships.gov.in/scheme/480,Income Certificate; Marksheet; Caste Certificate; Aadhaar,Delhi,0.261
481,Rural Development Scholarship 481,State Govt,14,19,100000.0,General,PG,86912,2026-08-21,https://scholarships.gov.in/scheme/481,Income Certificate; Marksheet; Aadhaar,All India,0.35
482,Women Empowerment Scholarship 482,Central Govt,12,18,250000.0,SC,School,5000,2026-05-29,https://scholarships.gov.in/scheme/482,Bank Details; Marksheet; Aadhaar; Income Certificate,All India,0.027
483,Higher Education Scholarship 483,NGO,14,25,350000.0,General,PG,5000,2026-06-01,https://scholarships.gov.in/scheme/483,Caste Certificate; Aadhaar,All India,0.027
484,Post Matric Scholarship 484,NGO,13,31,800000.0,General,UG,77877,2026-08-02,https://scholarships.gov.in/scheme/484,Aadhaar; Marksheet; Bank Details; Caste Certificate,Karnataka,0.315
485,Higher Education Scholarship 485,State Govt,13,28,350000.0,SC,UG,23869,2026-05-30,https://scholarships.gov.in/scheme/485,Income Certificate; Marksheet; Aadhaar,Maharashtra,0.102
486,Higher Education Scholarship 486,Central Govt,17,20,,General,PG,49103,2026-09-10,https://scholarships.gov.in/scheme/486,Caste Certificate; Aadhaar; Marksheet,Karnataka,0.199
487,Merit Scholarship 487,Central Govt,12,32,100000.0,ST,UG,15454,2026-09-02,https://scholarships.gov.in/scheme/487,Caste Certificate; Income Certificate,Tamil Nadu,0.064
488,Minority Scholarship 488,Central Govt,13,20,800000.0,ST,PG,39898,2026-07-31,https://scholarships.gov.in/scheme/488,Marksheet; Income Certificate; Caste Certificate; Aadhaar,Tamil Nadu,0.163
489,Education Support Scholarship 489,Central Govt,13,33,500000.0,SC,School,5749,2026-07-27,https://scholarships.gov.in/scheme/489,Income Certificate; Bank Details; Aadhaar; Marksheet,Tamil Nadu,0.026
490,Education Support Scholarship 490,State Govt,10,29,500000.0,ST,PG,34190,2026-06-07,https://scholarships.gov.in/scheme/490,Bank Details; Caste Certificate,All India,0.143
491,Merit Scholarship 491,NGO,12,28,350000.0,All,School,9274,2026-04-09,https://scholarships.gov.in/scheme/491,Bank Details; Income Certificate; Aadhaar; Marksheet,Karnataka,0.087
492,Women Empowerment Scholarship 492,State Govt,12,28,350000.0,General,PG,95622,2026-05-22,https://scholarships.gov.in/scheme/492,Bank Details; Aadhaar; Marksheet,Maharashtra,0.39
493,Merit Scholarship 493,NGO,13,25,800000.0,All,UG,49113,2026-08-21,https://scholarships.gov.in/scheme/493,Income Certificate; Aadhaar; Bank Details,Karnataka,0.199
494,Women Empowerment Scholarship 494,State Govt,12,26,350000.0,ST,PG,5000,2026-07-21,https://scholarships.gov.in/scheme/494,Aadhaar; Marksheet,All India,0.024
495,Excellence Scholarship 495,NGO,15,29,500000.0,All,UG,52864,2026-05-26,https://scholarships.gov.in/scheme/495,Aadhaar; Bank Details,Delhi,0.219
496,Education Support Scholarship 496,NGO,12,23,100000.0,SC,UG,45919,2026-05-10,https://scholarships.gov.in/scheme/496,Aadhaar; Marksheet; Income Certificate,Maharashtra,0.194
497,Minority Scholarship 497,NGO,11,31,100000.0,All,PG,19260,2026-05-24,https://scholarships.gov.in/scheme/497,Aadhaar; Marksheet,All India,0.085
498,Post Matric Scholarship 498,Central Govt,11,17,100000.0,ST,School,5000,2026-07-14,https://scholarships.gov.in/scheme/498,Marksheet; Income Certificate; Aadhaar,All India,0.024
499,Excellence Scholarship 499,State Govt,11,16,350000.0,SC,School,42997,2026-07-14,https://scholarships.gov.in/scheme/499,Caste Certificate; Marksheet; Aadhaar,Karnataka,0.176
500,Education Support Scholarship 500,Private Trust,10,33,800000.0,All,School,44378,2026-09-26,https://scholarships.gov.in/scheme/500,Marksheet; Bank Details,Tamil Nadu,0.18
501,Excellence Scholarship 501,Private Trust,16,21,500000.0,ST,PG,11378,2026-04-19,https://scholarships.gov.in/scheme/501,Income Certificate; Aadhaar; Marksheet,Maharashtra,0.068
502,Talent Scholarship 502,Private Trust,17,34,800000.0,SC,School,11391,2026-07-20,https://scholarships.gov.in/scheme/502,Income Certificate; Bank Details,Tamil Nadu,0.049
503,Pre Matric Scholarship 503,NGO,14,21,500000.0,General,School,39358,2026-07-21,https://scholarships.gov.in/scheme/503,Bank Details; Caste Certificate; Marksheet,Delhi,0.161
504,Education Support Scholarship 504,Private Trust,11,23,500000.0,SC,PG,17583,2026-04-26,https://scholarships.gov.in/scheme/504,Marksheet; Bank Details; Income Certificate,All India,0.086
505,Pre Matric Scholarship 505,NGO,10,18,,SC,PG,35474,2026-09-12,https://scholarships.gov.in/scheme/505,Aadhaar; Marksheet; Income Certificate; Caste Certificate,Delhi,0.144
506,Higher Education Scholarship 506,State Govt,13,29,250000.0,OBC,UG,32890,2026-09-01,https://scholarships.gov.in/scheme/506,Marksheet; Caste Certificate; Aadhaar,All India,0.134
507,Merit Scholarship 507,Private Trust,11,24,100000.0,OBC,School,56273,2026-09-17,https://scholarships.gov.in/scheme/507,Caste Certificate; Aadhaar; Bank Details,Karnataka,0.227
508,Rural Development Scholarship 508,NGO,14,33,500000.0,ST,PG,77630,2026-06-13,https://scholarships.gov.in/scheme/508,Aadhaar; Marksheet; Caste Certificate; Bank Details,Delhi,0.316
509,Education Support Scholarship 509,State Govt,16,22,500000.0,ST,UG,5000,2026-07-03,https://scholarships.gov.in/scheme/509,Income Certificate; Marksheet,Karnataka,0.024
510,Women Empowerment Scholarship 510,Central Govt,17,30,500000.0,General,School,112443,2026-09-21,https://scholarships.gov.in/scheme/510,Marksheet; Bank Details,Tamil Nadu,0.452
511,Talent Scholarship 511,NGO,11,33,500000.0,OBC,School,17962,2026-06-15,https://scholarships.gov.in/scheme/511,Caste Certificate; Marksheet; Bank Details,Delhi,0.077
512,Women Empowerment Scholarship 512,State Govt,16,18,350000.0,SC,UG,15692,2026-06-25,https://scholarships.gov.in/scheme/512,Marksheet; Aadhaar,Tamil Nadu,0.067
513,Minority Scholarship 513,NGO,14,17,800000.0,All,UG,70362,2026-09-19,https://scholarships.gov.in/scheme/513,Income Certificate; Caste Certificate; Aadhaar,Karnataka,0.284
514,Minority Scholarship 514,Central Govt,10,28,500000.0,ST,School,5000,2026-07-12,https://scholarships.gov.in/scheme/514,Bank Details; Aadhaar; Marksheet,All India,0.024
515,Post Matric Scholarship 515,State Govt,15,22,250000.0,ST,UG,32900,2026-04-10,https://scholarships.gov.in/scheme/515,Marksheet; Bank Details; Income Certificate,Maharashtra,0.176
516,Rural Development Scholarship 516,Private Trust,15,32,250000.0,All,PG,74508,2026-06-01,https://scholarships.gov.in/scheme/516,Aadhaar; Caste Certificate; Bank Details,All India,0.305
517,Higher Education Scholarship 517,Private Trust,11,14,250000.0,General,School,36304,2026-09-19,https://scholarships.gov.in/scheme/517,Income Certificate; Aadhaar; Marksheet,All India,0.148
518,Pre Matric Scholarship 518,NGO,13,29,800000.0,All,UG,73577,2026-09-20,https://scholarships.gov.in/scheme/518,Caste Certificate; Bank Details; Aadhaar,All India,0.297
519,Merit Scholarship 519,Private Trust,13,24,250000.0,SC,School,5000,2026-04-26,https://scholarships.gov.in/scheme/519,Marksheet; Aadhaar; Bank Details,Delhi,0.036
520,Excellence Scholarship 520,NGO,16,21,500000.0,ST,UG,38903,2026-07-24,https://scholarships.gov.in/scheme/520,Caste Certificate; Aadhaar; Income Certificate,Tamil Nadu,0.159
521,Post Matric Scholarship 521,Private Trust,16,25,250000.0,SC,PG,29185,2026-09-20,https://scholarships.gov.in/scheme/521,Aadhaar; Caste Certificate; Bank Details,Tamil Nadu,0.119
522,Merit Scholarship 522,NGO,13,31,100000.0,SC,PG,55342,2026-06-10,https://scholarships.gov.in/scheme/522,Income Certificate; Bank Details,Delhi,0.227
523,Rural Development Scholarship 523,Central Govt,17,32,100000.0,OBC,PG,5000,2026-05-17,https://scholarships.gov.in/scheme/523,Aadhaar; Income Certificate; Bank Details; Marksheet,Delhi,0.029
524,Higher Education Scholarship 524,Private Trust,15,23,100000.0,OBC,School,12343,2026-04-28,https://scholarships.gov.in/scheme/524,Caste Certificate; Income Certificate,Delhi,0.064
525,Pre Matric Scholarship 525,Central Govt,12,31,350000.0,OBC,School,36186,2026-04-16,https://scholarships.gov.in/scheme/525,Aadhaar; Income Certificate; Marksheet,Maharashtra,0.171
526,Excellence Scholarship 526,Central Govt,17,26,800000.0,General,PG,13684,2026-05-16,https://scholarships.gov.in/scheme/526,Marksheet; Aadhaar,Delhi,0.064
527,Rural Development Scholarship 527,Private Trust,14,23,500000.0,ST,PG,26580,2026-07-18,https://scholarships.gov.in/scheme/527,Income Certificate; Caste Certificate; Bank Details,Maharashtra,0.11
528,Higher Education Scholarship 528,NGO,11,32,250000.0,All,UG,78430,2026-04-17,https://scholarships.gov.in/scheme/528,Bank Details; Income Certificate; Aadhaar,Karnataka,0.339
529,Higher Education Scholarship 529,Central Govt,16,33,250000.0,All,School,29956,2026-04-13,https://scholarships.gov.in/scheme/529,Aadhaar; Income Certificate,Karnataka,0.153
530,Higher Education Scholarship 530,NGO,17,30,500000.0,SC,UG,27890,2026-07-21,https://scholarships.gov.in/scheme/530,Income Certificate; Aadhaar,Tamil Nadu,0.115
531,Education Support Scholarship 531,NGO,13,20,250000.0,OBC,PG,50203,2026-08-02,https://scholarships.gov.in/scheme/531,Marksheet; Aadhaar,Karnataka,0.204
532,Higher Education Scholarship 532,State Govt,16,30,350000.0,All,UG,23725,2026-08-02,https://scholarships.gov.in/scheme/532,Income Certificate; Aadhaar,Tamil Nadu,0.098
533,Rural Development Scholarship 533,NGO,14,28,100000.0,All,School,51696,2026-08-14,https://scholarships.gov.in/scheme/533,Aadhaar; Income Certificate,Karnataka,0.21
534,Merit Scholarship 534,State Govt,13,34,350000.0,General,PG,16828,2026-09-14,https://scholarships.gov.in/scheme/534,Income Certificate; Aadhaar; Caste Certificate,Maharashtra,0.07
535,Education Support Scholarship 535,Central Govt,15,21,500000.0,OBC,School,54513,2026-08-17,https://scholarships.gov.in/scheme/535,Marksheet; Bank Details; Income Certificate; Caste Certificate,All India,0.221
536,Post Matric Scholarship 536,Central Govt,13,26,350000.0,All,PG,32937,2026-08-04,https://scholarships.gov.in/scheme/536,Caste Certificate; Income Certificate; Bank Details; Marksheet,Tamil Nadu,0.135
537,Talent Scholarship 537,State Govt,11,27,250000.0,SC,School,5000,2026-08-14,https://scholarships.gov.in/scheme/537,Marksheet; Income Certificate; Aadhaar,Karnataka,0.023
